gene	in_177_set	named_factor	chromosome	strand	event_type	element_start	element_end	element_length	element_annotation	element_transcript_types	inclusion_junction	skipping_junction	measured_path	both_junctions_annotated	seen_from_both_sides	mean_PSI	PSI_slowest_third	PSI_fastest_third	dPSI_percentage_points	d_logit_per_score_unit	t_prolif	P_prolif	FDR_prolif	d_age_per_decade	FDR_age	d_age_adj_per_decade	FDR_age_adj
COL1A1	FALSE	FALSE	chr17	-	cassette exon	50196155	50196199	45	coding exon	protein_coding	chr17:50196200-50196313	chr17:50192694-50196313	skipping	TRUE	FALSE	0.00833207558371119	0.0120408817236884	0.00673393502983133	-0.530694669385706	-0.0793378028601412	-2.05038861543628	0.0428661233632723	0.11389662934257	0.0682548231143101	0.00489407330768415	0.0632533922983417	0.0997597076755252
COL1A1	FALSE	FALSE	chr17	-	cassette exon	50195047	50195100	54	coding exon	protein_coding;retained_intron	chr17:50195101-50195231	chr17:50189011-50195231	skipping	FALSE	FALSE	0.00749906394629514	0.010374181962422	0.00588425994821297	-0.448992201420899	-0.0684823940274303	-1.99144075340291	0.0490802017440305	0.125410793487194	0.0282112934472401	0.340488045815906	0.0181500389802218	0.855196191594143
COL1A1	FALSE	FALSE	chr17	-	cassette exon	50195232	50195330	99	coding exon	protein_coding;retained_intron	chr17:50195331-50195433	chr17:50189276-50195433	skipping	FALSE	FALSE	0.0622715477025631	0.0573861881764635	0.0659713101054464	0.858512192898296	0.0743403185881289	1.80018468023408	0.0747586372793585	0.176320475303119	-0.0146657987512082	0.778255254591663	-0.000758398721473525	1
COL1A1	FALSE	FALSE	chr17	-	cassette exon	50194349	50194447	99	coding exon	protein_coding;retained_intron	chr17:50194448-50194572	chr17:50192694-50194572	skipping	FALSE	FALSE	0.0304515439850556	0.0275520338596274	0.0326498390191145	0.509780515948711	0.0795507978120212	1.2255090504346	0.223178340590856	0.399615776313585	0.0160629014108841	0.85740388599001	0.0368860288295672	0.830175254249904
COL1A1	FALSE	FALSE	chr17	-	cassette exon	50187015	50187122	108	coding exon	protein_coding	chr17:50186923-50187014	chr17:50186923-50187483	skipping	FALSE	TRUE	0.00233345789652489	0.0032924949013467	0.00176045820009918	-0.153203670124751	-0.0185338450202618	-0.968000288769848	0.335311717927204	0.531405010564036	0.00586698776814207	0.804951708813305	0.00281328570853501	1
COL1A1	FALSE	FALSE	chr17	-	cassette exon	50188530	50188637	108	coding exon	protein_coding	chr17:50188150-50188529	chr17:50188150-50192993	skipping	FALSE	FALSE	0.0148699570173762	0.0125230540299774	0.018034027528758	0.551097349878058	0.0454019039539887	0.565887694317469	0.572700917138965	0.755236843423662	0.0363201034762353	0.68249597931978	0.0532840986126839	0.78017861755723
COL1A2	FALSE	FALSE	chr7	+	cassette exon	94407847	94407891	45	coding exon	protein_coding	chr7:94406304-94407846	chr7:94406304-94417723	skipping	FALSE	TRUE	0.0920226246467654	0.110809196183775	0.0827807286697487	-2.80284675140265	-0.105041590360208	-5.27866305423774	7.26152646667962e-07	1.35694788533942e-05	0.0497081830511694	0.000218340153801601	0.0354798451504941	0.0690387365033143
COL1A2	FALSE	FALSE	chr7	+	cassette exon	94417724	94417831	108	coding exon	protein_coding;retained_intron	chr7:94417832-94418498	chr7:94406304-94418498	skipping	FALSE	TRUE	0.0296123161249014	0.0443298708303177	0.0217189247626786	-2.26109460676391	-0.241921590942198	-5.18745698649043	1.07222788960193e-06	1.97116056893847e-05	0.124622602987303	0.000102118222070657	0.0937501618682295	0.0410245036847029
COL1A2	FALSE	FALSE	chr7	+	cassette exon	94424336	94424443	108	coding exon	protein_coding	chr7:94424444-94425116	chr7:94406304-94425116	skipping	FALSE	TRUE	0.0338435199591015	0.0441358465238128	0.0283330487241059	-1.58027977997069	-0.11794243891052	-4.82285390493587	4.90922210818623e-06	6.75962121050257e-05	0.0539384247147392	0.000881795945188077	0.0376118871470919	0.126028637584781
COL1A2	FALSE	FALSE	chr7	+	cassette exon	94418499	94418552	54	coding exon	protein_coding;retained_intron	chr7:94417832-94418498	chr7:94417832-94425116	skipping	FALSE	FALSE	0.0653725261425375	0.0778512795387628	0.0593555551059411	-1.84957244328218	-0.113539124580916	-3.81281771628131	0.000234295825361462	0.00191088753490251	0.0612347290078781	0.00126398216463859	0.047259441583578	0.115768042333729
COL1A2	FALSE	FALSE	chr7	+	cassette exon	94416405	94416503	99	coding exon	protein_coding;retained_intron	chr7:94416504-94417723	chr7:94406304-94417723	skipping	FALSE	FALSE	0.106874687572338	0.132005168627461	0.094240181286574	-3.7764987340887	-0.128225938979015	-3.80438133396048	0.000241401059166958	0.00195943914612607	0.0721408813878734	0.000795040331226445	0.0569162822323269	0.0768892500279554
COL4A2	FALSE	FALSE	chr13	+	unannotated splice site	110506200	110506332	133	not an annotated exon	""	chr13:110504265-110506199	chr13:110504265-110506332	skipping	TRUE	TRUE		0.0996366024707085	0.0712757217613793	-2.83608807093292	-0.235779507528245	-2.3126691968775	0.0227694298891142	0.0702074624232795	0.166834050066675	0.010821768761288	0.145313504489516	0.179342702461722
COL5A1	FALSE	FALSE	chr9	+	cassette exon	134829976	134830044	69	coding exon	protein_coding	chr9:134825905-134829975	chr9:134825905-134830107	inclusion	TRUE	FALSE	0.431360676937463	0.264211119497481	0.54486567263645	28.065455313897	0.562499552147864	11.5263555184538	3.05946136217024e-20	1.7342046821235e-17	-0.165239436365567	0.000185475343525021	-0.0701611500727458	0.173791158341085
COL5A1	FALSE	FALSE	chr9	+	cassette exon	134830108	134830176	69	coding exon	protein_coding	chr9:134830177-134834970	chr9:134830045-134834970	inclusion	TRUE	FALSE	0.364656634921797	0.477007229135359	0.284114732674959	-19.28924964604	-0.454347180738149	-10.2896381460566	1.67821147582008e-17	2.71790344250671e-15	0.0984699242290502	0.0129752550718541	0.0151249423834334	0.974099816508401
COL5A1	FALSE	FALSE	chr9	+	unannotated splice site	134728799	134728807	9	not an annotated exon	""	chr9:134728808-134730235	chr9:134728799-134730235	skipping	FALSE	FALSE	0.0292518534377934	0.0295857235744677	0.0287816476058815	-0.0804075968586136	-0.0325251702438035	-0.748335817509705	0.455962980466829	0.645321513052946	-0.0215401516930454	0.645708902978782	-0.0328549600167195	0.691535124746916
COL5A2	FALSE	FALSE	chr2	-	cassette exon	189075393	189075437	45	coding exon	protein_coding	chr2:189072094-189075392	chr2:189072094-189085718	skipping	FALSE	FALSE	0.026659445327871	0.0240966127721168	0.0269244148853279	0.282780211321107	-0.0422409933129816	-0.417649816477393	0.677072507562444	0.828914182224577	0.0478865283003283	0.665627705004693	0.0473837329472924	0.885309445713496
COL5A2	FALSE	FALSE	chr2	-	cassette exon	189085160	189085213	54	coding exon	protein_coding	chr2:189085214-189085718	chr2:189072094-189085718	skipping	FALSE	FALSE	0.0288234836107127	0.0258613392968125	0.0288677266007283	0.300638730391577	-0.0360020506015013	-0.344018103094407	0.731533990865681	0.873270306400204	0.0345049433660827	0.79207622013106	0.0328961720580016	0.983234759464368
COL6A1	FALSE	FALSE	chr21	+	unannotated splice site	45990423	45990505	83	not an annotated exon	""	chr21:45990506-45990772	chr21:45990423-45990772	inclusion	FALSE	FALSE	0.113602375984167	0.119160070270407	0.11401709304366	-0.514297722674638	-0.00208297074740311	-0.0154166274175461	0.987729621043232	1	0.0558873700342169	0.712129391591696	0.0658761137349567	0.873867739972231
COL6A2	FALSE	FALSE	chr21	+	cassette exon	46129196	46129808	613	coding exon	protein_coding	chr21:46126542-46129195	chr21:46126542-46131953	inclusion	TRUE	FALSE	0.0718896341771182	0.0921363158794085	0.0599431422964989	-3.21931735829096	-0.240531501835868	-6.56653780949231	2.13184884117273e-09	7.71321054130686e-08	0.0939424131999847	0.00025414645910219	0.0576417421475001	0.117957131039667
COL6A2	FALSE	FALSE	chr21	+	unannotated splice site	46117400	46366779	249380	not an annotated exon	""	chr21:46116815-46117399	chr21:46116815-46366779	skipping	FALSE	FALSE	0.00628708474358466	0.0086994629657578	0.00513025258284332	-0.356921038291448	-0.132196845073366	-3.5328749800434	0.000616821338637292	0.00417804791129535	0.0314504114250611	0.345661972314058	0.00772410181167038	1
COL6A2	FALSE	FALSE	chr21	+	cassette exon	46125266	46125311	46	coding exon	protein_coding	chr21:46125312-46125464	chr21:46124921-46125464	skipping	TRUE	TRUE	0.0112750790394895	0.0072144829304566	0.0131697704843052	0.595528755384859	0.193176336446844	3.21505347077626	0.00174239682609705	0.00974653224598064	-0.108069000030399	0.00540408003715704	-0.0850179054396651	0.181411588405581
COL6A2	FALSE	FALSE	chr21	+	cassette exon	46119788	46119850	63	coding exon	protein_coding	chr21:46119851-46120514	chr21:46117937-46120514	skipping	FALSE	FALSE	0.125896210907681	0.264606190026829	0.048190244110711	-21.6415945916118	-0.278728793123716	-1.71513477763152	0.0893275218522268	0.201728354461769	-0.0326572585794353	0.893622497420043	-0.101197525002678	0.790958395735541
COL6A2	FALSE	FALSE	chr21	+	cassette exon	46118614	46118676	63	coding exon	protein_coding	chr21:46117937-46118613	chr21:46117937-46120514	skipping	FALSE	FALSE	0.0171905279296849	0.0271531437700689	0.0118346457354974	-1.53184980345716	-0.0649748801063497	-1.02488616361695	0.307817893850006	0.505499110083963	0.023794691740462	0.749352234498729	0.0136928156546076	1
COL6A2	FALSE	FALSE	chr21	+	cassette exon	46098797	46099147	351	coding exon	protein_coding	chr21:46099148-46111449	chr21:46098174-46111449	inclusion	TRUE	FALSE	0.340155862395043	0.387850876143466	0.299216053499274	-8.86348226441915	0.0842524156458081	0.67092146687287	0.503772305172318	0.693477179907339	-0.0488806838364866	0.731211994371504	-0.0391539832562009	0.983234759464368
COL6A3	FALSE	FALSE	chr2	-	cassette exon	237394587	237395204	618	coding exon	protein_coding	chr2:237388185-237394586	chr2:237388185-237396726	inclusion	TRUE	TRUE	0.2754902685435	0.432183100085503	0.17781668674115	-25.4366413344353	-0.57375565758582	-13.6363146003251	8.25480844731648e-25	1.40373017646617e-21	0.129443002065897	0.00245057024595396	0.0251468029131654	0.801020692772742
COL6A3	FALSE	FALSE	chr2	-	cassette exon	237378636	237379235	600	coding exon	protein_coding	chr2:237379236-237380914	chr2:237377345-237380914	skipping	TRUE	TRUE	0.193479620292749	0.293079847297816	0.128803340679631	-16.4276506618186	-0.359751836755135	-7.71689606964356	7.95877757963377e-12	5.52404133639478e-10	0.0925421464491035	0.011893704755384	0.0292760591511015	0.790958395735541
COL6A3	FALSE	FALSE	chr2	-	cassette exon	237380915	237381499	585	coding exon	protein_coding	chr2:237381500-237396726	chr2:237377345-237396726	skipping	TRUE	FALSE	0.0209378699436119	0.0137165023419632	0.0273362839879164	1.36197816459532	0.310840018886667	5.81723845496036	6.7944622067165e-08	1.75060348220021e-06	-0.0358618978511194	0.549957157665855	0.0270523469670805	0.863932451492619
COL6A3	FALSE	FALSE	chr2	-	cassette exon	237387582	237388184	603	coding exon	protein_coding	chr2:237388185-237396726	chr2:237381500-237396726	inclusion	TRUE	TRUE	0.43708087377397	0.324541270139969	0.481076443892856	15.6535173752887	0.292659894228244	5.36338301932792	5.04026321079772e-07	1.00253682350638e-05	-0.1138246012857	0.00239614216572009	-0.0695675196354851	0.270940558545608
COL6A3	FALSE	FALSE	chr2	-	unannotated splice site	237368749	237369177	429	not an annotated exon	""	chr2:237369178-237371731	chr2:237368749-237371731	skipping	FALSE	TRUE	0.0228871604287211	0.0190917215295218	0.0215541123474117	0.246239081788995	0.124116067244514	1.46708596521246	0.145399451958659	0.295158588254363	-0.0639722111534606	0.394143460905014	-0.0481399795598944	0.829640025388377
COL8A1	FALSE	FALSE	chr3	+	cassette exon	99691399	99691568	170	coding exon	processed_transcript;protein_coding	chr3:99675722-99691398	chr3:99675722-99744896	inclusion	TRUE	TRUE	0.113448659188788	0.135624944040839	0.115643383156283	-1.99815608845555	-0.296632243462116	-2.16648604392318	0.0325799710713555	0.0926458876368564	0.0317009103479235	0.8705043106488	-0.0288094480601223	1
COL8A1	FALSE	FALSE	chr3	+	unannotated splice site	99794227	99794229	3	not an annotated exon	""	chr3:99791011-99794226	chr3:99791011-99794229	inclusion	TRUE	FALSE	0.162735830624101	0.153826615852049	0.182871205938979	2.90445900869306	0.0640931255894552	1.08327090242974	0.281217549729683	0.470679570192251	-0.0438479259329125	0.404856144971538	-0.0376950672585781	0.790958395735541
COL8A1	FALSE	FALSE	chr3	+	cassette exon	99675660	99675721	62	coding exon	processed_transcript;protein_coding	chr3:99675722-99744896	chr3:99638665-99744896	inclusion	TRUE	FALSE		0.492935670824943	0.518119262960011	2.51835921350682	0.0630574590984598	0.972199383823596	0.333251235858899	0.530612103537507	0.00509636925212997	0.993800733214574	0.0196671576834013	0.983234759464368
COPA	FALSE	FALSE	chr1	-	alternative 3' splice site	160305572	160305598	27	coding exon	protein_coding	chr1:160305599-160305687	chr1:160305572-160305687	inclusion	TRUE	FALSE	0.0642684929053129	0.0636106259012626	0.0574081977372103	-0.62024281640523	-0.0437985433767785	-0.939478398554392	0.349683142853065	0.549392450370393	0.0152262672345816	0.793030961044261	0.00826458997262527	1
COPS7A	FALSE	FALSE	chr12	+	cassette exon	6727926	6728001	76	coding exon	nonsense_mediated_decay;protein_coding	chr12:6724819-6727925	chr12:6724819-6728222	skipping	TRUE	TRUE	0.138281441462397	0.182774362831229	0.106923717850109	-7.58506449811205	-0.247084853151689	-2.53898016652724	0.0126129292332455	0.0449006585321185	0.0617827178031564	0.511894312387036	0.0179978296999091	1
COPZ2	FALSE	FALSE	chr17	-	cassette exon	48033211	48033302	92	coding exon	protein_coding	chr17:48033303-48033862	chr17:48029177-48033862	skipping	TRUE	TRUE	0.170495522411166	0.212776907143377	0.136001732794777	-7.67751743485993	-0.19622122430949	-4.4871081882277	1.88464760925043e-05	0.0002195098122966	0.0217547587332807	0.680546396015288	-0.0181258357057351	0.920556389031575
COPZ2	FALSE	FALSE	chr17	-	cassette exon	48032156	48032233	78	coding exon	nonsense_mediated_decay;protein_coding	chr17:48029177-48032155	chr17:48029177-48033862	skipping	TRUE	TRUE	0.100733222782369	0.121582408255913	0.0840284040863505	-3.75540041695621	-0.157643502664456	-3.56407125160227	0.000555089004814919	0.0038449240435347	0.0273683893056107	0.549633883024578	-0.00282122295830975	1
COPZ2	FALSE	FALSE	chr17	-	cassette exon	48032686	48032741	56	coding exon	nonsense_mediated_decay;protein_coding	chr17:48032234-48032685	chr17:48032234-48033862	skipping	FALSE	FALSE	0.040110592424775	0.0384517439505289	0.0407659476968657	0.231420374633682	0.0349975257238707	0.465220027503604	0.642755987936327	0.806052033544044	-0.00937556130987445	0.95806703072724	-0.00329063368640801	1
COPZ2	FALSE	FALSE	chr17	-	cassette exon	48027676	48027789	114	non-coding annotation only	nonsense_mediated_decay;retained_intron	chr17:48026476-48027675	chr17:48026476-48028471	inclusion	TRUE	FALSE	0.0555759408942832	0.0542586222330999	0.0526777430915955	-0.158087914150447	0.0178582446068206	0.316532955649316	0.752238629080719	0.889556181329459	-0.0100154327144808	0.918205634370744	-0.00788913707089663	1
COX16	FALSE	FALSE	chr14	-	cassette exon	70342658	70342729	72	coding exon	protein_coding	chr14:70329237-70342657	chr14:70329237-70359518	skipping	TRUE	TRUE	0.127978304378065	0.127369558470308	0.116675084940311	-1.0694473529998	-0.0936569388752005	-1.35846607254876	0.17728368617275	0.341416657233026	-0.018516910312947	0.840151023020975	-0.0429586797919852	0.790958395735541
COX20	FALSE	FALSE	chr1	+	cassette exon	244841944	244842058	115	coding exon	processed_transcript;protein_coding	chr1:244842059-244842194	chr1:244835757-244842194	inclusion	TRUE	FALSE		0.788281403768952	0.814753738547456	2.64723347785033	0.0328482944234227	0.305987481919951	0.760237828546524	0.892426276008454	-0.0139536344525083	0.95336784998345	-0.00921569933308305	1
COX7C	FALSE	FALSE	chr5	+	alternative 5' splice site	86618054	86618130	77	coding exon	protein_coding	chr5:86618131-86619352	chr5:86618054-86619352	skipping	TRUE	FALSE	0.10019784400361	0.0971575669370535	0.106763459979603	0.960589304254963	0.0329085202464705	0.98939831691295	0.324786873597454	0.523153246835165	0.00864967337672309	0.849838221698759	0.017638821423931	0.855196191594143
CRIM1	FALSE	FALSE	chr2	+	cassette exon	36537352	36537546	195	coding exon	protein_coding	chr2:36522314-36537351	chr2:36522314-36544375	skipping	TRUE	TRUE	0.143398419050958	0.0947159563373224	0.163760252634061	6.90442962967382	0.293332441331893	4.71817383717831	7.51204126920477e-06	9.75131769334558e-05	-0.134769903291583	0.000972569110713665	-0.0942805864722064	0.13222686301326
CRIM1	FALSE	FALSE	chr2	+	cassette exon	36396614	36396787	174	coding exon	protein_coding	chr2:36396788-36441257	chr2:36356624-36441257	skipping	TRUE	TRUE	0.0921097463143385	0.0730206565433699	0.0980131575567836	2.49925010134138	0.114053665272974	1.72267751711996	0.0879480459775183	0.199673767936943	-0.0210345189246461	0.800312332292369	0.000576591303272619	1
CRK	FALSE	FALSE	chr17	-	alternative 5' splice site	1436620	1436789	170	coding exon	protein_coding	chr17:1423651-1436619	chr17:1423651-1436789	inclusion	TRUE	FALSE	0.38606426486887	0.386002730490479	0.390008659501288	0.400592901080821	-0.00148217422968534	-0.046027980777205	0.963377070691747	1	0.0278361860739991	0.297142398214828	0.0327117399513191	0.474131077937937
CSDE1	FALSE	FALSE	chr1	-	cassette exon	114737471	114737563	93	coding exon	nonsense_mediated_decay;protein_coding;retained_intron	chr1:114737564-114737962	chr1:114736856-114737962	inclusion	TRUE	TRUE	0.0340447098166472	0.0252012643886654	0.0378656995158354	1.266443512717	0.12701243009091	2.23520733036394	0.0275624558488813	0.0821578528415449	-0.0375166413026461	0.4812369829157	-0.0160864161144345	1
CSNK1A1	FALSE	FALSE	chr5	-	cassette exon	149517794	149517877	84	coding exon	nonsense_mediated_decay;processed_transcript;protein_coding	chr5:149513210-149517793	chr5:149513210-149520289	inclusion	TRUE	TRUE	0.146906992464645	0.142595979787362	0.158683081396209	1.60871016088472	0.0226099230749627	0.437559286429637	0.662621922542195	0.819482603114911	-0.00342374877552279	1	0.00100000608420645	1
CTDSP1	FALSE	FALSE	chr2	+	alternative 3' splice site	218402111	218402113	3	coding exon	processed_transcript;protein_coding;retained_intron	chr2:218401713-218402110	chr2:218401713-218402113	inclusion	TRUE	FALSE	0.389494139554885	0.367853343030619	0.392848324239523	2.49949812089042	0.0542857041239198	0.543731676909625	0.587801104662684	0.765943125271183	-0.0310114685607517	0.800312332292369	-0.024653897726595	1
CTDSP2	FALSE	FALSE	chr12	-	alternative 5' splice site	57827534	57827551	18	coding exon	protein_coding	chr12:57827098-57827533	chr12:57827098-57827551	inclusion	TRUE	FALSE	0.130142015852798	0.12754777676478	0.131545577758122	0.399780099334224	0.0146869281527866	0.311497862256985	0.756051776472182	0.890705006365513	-0.0233876795114954	0.645058759356287	-0.0244733611162511	0.860387678897681
CTHRC1	FALSE	FALSE	chr8	+	cassette exon	103372433	103372659	227	coding exon	protein_coding	chr8:103372660-103375737	chr8:103371807-103375737	inclusion	TRUE	FALSE	0.118087846973712	0.129413565697012	0.12088614007271	-0.852742562430131	0.154881763122265	1.19832842850652	0.233539193362018	0.411324079038956	-0.0900454883127681	0.444515837414915	-0.0721999664766135	0.841692238230252
CTNNB1	FALSE	FALSE	chr3	+	cassette exon	41239660	41239767	108	coding exon	protein_coding	chr3:41239355-41239659	chr3:41239355-41239818	inclusion	TRUE	FALSE	0.455418443241702	0.499080260267659	0.444270744203799	-5.48095160638605	-0.131334410362967	-3.69375123550745	0.000355747901938881	0.00264748055687995	0.0540416225129578	0.0284683762803798	0.0347348025590734	0.48353713966026
CTR9	FALSE	FALSE	chr11	-	unannotated splice site	10801661	10802048	388	not an annotated exon	""	chr11:10801088-10801660	chr11:10801088-10802048	skipping	TRUE	FALSE	0.111319772005026	0.097714442969259	0.122269756400855	2.45553134315958	0.0748820871757077	2.87539064229779	0.00490393528242057	0.0217165154889484	-0.0076794326356587	0.828904795915588	0.00765631015585845	0.992278526193239
CTSB	FALSE	FALSE	chr8	-	cassette exon	11864376	11864463	88	coding exon	nonsense_mediated_decay;protein_coding	chr8:11864464-11868000	chr8:11853480-11868000	inclusion	TRUE	TRUE		0.0963633012883826	0.162368380088206	6.60050787998234	0.572606336538036	5.14822253022703	1.28344573959986e-06	2.26165749242442e-05	-0.0898735538747428	0.418553547379619	0.0217361387164757	1
CTSB	FALSE	FALSE	chr8	-	cassette exon	11847679	11847822	144	coding exon	nonsense_mediated_decay;protein_coding;retained_intron	chr8:11847169-11847678	chr8:11847169-11848066	skipping	TRUE	TRUE	0.00679735543781914	0.00668151985142203	0.00682765122584723	0.0146131374425198	0.0599041672593926	1.26087604162101	0.210202106778135	0.386013696086633	-0.027775799723113	0.552000054280841	-0.019554460213261	0.921382924544024
CTSL	FALSE	FALSE	chr9	+	alternative 5' splice site	87726250	87726253	4	coding exon	nonsense_mediated_decay;protein_coding	chr9:87726254-87727593	chr9:87726250-87727593	skipping	TRUE	FALSE	0.0705574761679796	0.0598343798253894	0.0771706922180272	1.73363123926379	0.242106353937929	3.32659592569921	0.00121939676726758	0.00727573404469654	-0.0362468538504704	0.665627705004693	0.0112001273876401	1
CTSL	FALSE	FALSE	chr9	+	alternative 5' splice site	87726254	87726398	145	coding exon	protein_coding;retained_intron	chr9:87726399-87727593	chr9:87726254-87727593	inclusion	TRUE	FALSE	0.311121616917517	0.335598428717866	0.293891250262343	-4.17071784555228	-0.178030716045481	-1.83193917962624	0.0698501720547129	0.166242431881091	0.0609288185670262	0.511754918020597	0.032451212177378	0.979643782041765
CTSL	FALSE	FALSE	chr9	+	alternative 5' splice site	87726254	87726308	55	coding exon	protein_coding	chr9:87726309-87727593	chr9:87726254-87727593	inclusion	TRUE	FALSE	0.241726025395218	0.264291929983072	0.23349358475404	-3.07983452290327	0.0392108498672601	0.446019139705234	0.656519609643962	0.816986166263855	-0.0301016225630305	0.785341223572987	-0.0269503669624397	0.983234759464368
CTTN	FALSE	FALSE	chr11	+	cassette exon	70421470	70421580	111	coding exon	protein_coding	chr11:70420511-70421469	chr11:70420511-70422939	skipping	TRUE	FALSE	0.208925849727688	0.192339042508158	0.208489386418671	1.6150343910513	0.0041295278678393	0.137997982637755	0.890511432536131	0.979188290350915	-0.00317697979763634	0.974078329715062	-0.00284637423812183	1
CXCL12	FALSE	FALSE	chr10	-	cassette exon	44375867	44376032	166	coding exon	protein_coding	chr10:44376033-44378636	chr10:44373344-44378636	inclusion	TRUE	FALSE	0.0726731613469967	0.0473594342682247	0.0843078070452309	3.69483727770061	0.396783864393821	4.22804964947598	5.11413946659496e-05	0.000498372158334942	-0.142852895435716	0.0326446577345178	-0.0807042564711558	0.602001185677124
CYBRD1	FALSE	FALSE	chr2	+	cassette exon	171541585	171541793	209	coding exon	processed_transcript;protein_coding	chr2:171541794-171553345	chr2:171522739-171553345	skipping	TRUE	TRUE	0.0638206427170107	0.0615710291475875	0.0668303496252023	0.525932047761481	0.0226057886025894	0.253034476030726	0.80074589747541	0.917310980242432	0.00122076407450571	1	0.00651247893506431	1
DAB2	FALSE	FALSE	chr5	-	cassette exon	39388305	39388367	63	coding exon	processed_transcript;protein_coding	chr5:39383272-39388304	chr5:39383272-39388798	skipping	TRUE	TRUE	0.0506698812550715	0.0524725288932183	0.0537224307650748	0.124990187185652	-0.0314552301043746	-0.378437021511496	0.705884842450431	0.852526402405509	-0.0371502057490337	0.686284115541639	-0.0511456618092799	0.792304263098106
DAP3	FALSE	FALSE	chr1	+	alternative 5' splice site	155689175	155689243	69	non-coding annotation only	processed_transcript	chr1:155689244-155709772	chr1:155689175-155709772	inclusion	TRUE	FALSE	0.315728154235981	0.351065723123353	0.294835267547919	-5.62304555754343	-0.0442455175182723	-0.527680722103262	0.598855852591579	0.776480653703378	-0.017190604700662	0.887836451695193	-0.030316879798407	0.962715590831865
DAZAP1	FALSE	FALSE	chr19	+	other	1434737	1434739	3	not an annotated exon	""	chr19:1432691-1434736	chr19:1432691-1434739	skipping	TRUE	FALSE		0.112036568647077	0.125211677839658	1.31751091925816	0.111668703262396	1.49770935298368	0.137297085949182	0.281973061179448	-0.041690575388399	0.582803910957695	-0.0244610120630725	0.982438621677276
DAZAP1	FALSE	FALSE	chr19	+	alternative 3' splice site	1421148	1421150	3	coding exon	protein_coding;retained_intron	chr19:1418732-1421147	chr19:1418732-1421150	skipping	TRUE	FALSE		0.231681615386752	0.209309524074507	-2.23720913122448	0.0708051597438818	0.576170318437613	0.56576924570222	0.749583640293436	-0.0109706203923695	0.985099221234231	0.00282492064535147	1
DBN1	FALSE	FALSE	chr5	-	unannotated splice site	177467996	177468107	112	not an annotated exon	""	chr5:177467818-177467995	chr5:177467818-177468107	inclusion	TRUE	FALSE	0.0675120248403607	0.0719542941908889	0.0614720204126848	-1.04822737782041	0.0127762431830186	0.178428051169739	0.858737295651013	0.961948963230739	-0.0401685199544138	0.57294195772201	-0.0448214902181585	0.790958395735541
DBN1	FALSE	FALSE	chr5	-	unannotated splice site	177468052	177468107	56	not an annotated exon	""	chr5:177467818-177468051	chr5:177467818-177468107	inclusion	FALSE	FALSE	0.0675120248403607	0.0719542941908889	0.0614720204126848	-1.04822737782041	0.0127762431830186	0.178428051169739	0.858737295651013	0.961948963230739	-0.0401685199544138	0.57294195772201	-0.0448214902181585	0.790958395735541
DCAF6	FALSE	FALSE	chr1	+	cassette exon	168022988	168023047	60	coding exon	protein_coding	chr1:168023048-168038370	chr1:168004794-168038370	inclusion	TRUE	TRUE	0.282351117013423	0.326860516851889	0.240529676765502	-8.63308400863875	-0.149063641807227	-3.0670963693955	0.00276149071618295	0.0136966245069449	0.0456832531615665	0.270539373358204	0.0208417007832328	0.91701834432199
DCAF6	FALSE	FALSE	chr1	+	cassette exon	168015781	168015951	171	coding exon	protein_coding	chr1:168004794-168015780	chr1:168004794-168038370	inclusion	TRUE	FALSE	0.132927360759877	0.127562797139987	0.132513929301525	0.495113216153814	-0.0589662942354822	-0.662375742851807	0.509209841022973	0.699726331038033	0.0136068347856117	0.938841245504339	0.00294486264111534	1
DCN	FALSE	FALSE	chr12	-	cassette exon	91179362	91179686	325	coding exon	protein_coding	chr12:91178586-91179361	chr12:91178586-91182654	skipping	TRUE	FALSE	0.321944045649434	0.321425467061409	0.307654877892426	-1.37705891689826	0.03737879498377	0.65119501908645	0.516370822315718	0.707470982767224	-0.0736455919587742	0.0610592683460177	-0.0790508050870631	0.189994392512747
DDAH1	FALSE	FALSE	chr1	-	cassette exon	85496166	85496281	116	coding exon	protein_coding	chr1:85496282-85577983	chr1:85358848-85577983	skipping	TRUE	FALSE	0.0992082972464574	0.110697724517206	0.0699078345089564	-4.07898900082494	-0.430346108975498	-2.66483633122481	0.00894296185819913	0.0347311182660732	0.162705541154059	0.217215548505909	0.0967534864244226	0.801020692772742
DDX17	FALSE	FALSE	chr22	-	alternative 5' splice site	38487873	38487878	6	coding exon	protein_coding	chr22:38486441-38487872	chr22:38486441-38487878	inclusion	TRUE	FALSE	0.374959775017807	0.4164465511999	0.364984602340322	-5.14619488595778	-0.00675826660596695	-0.144390450046904	0.885474302659042	0.97585810218516	0.0299960757431073	0.48521107300803	0.0340939367017512	0.724286934008306
DDX19B	FALSE	FALSE	chr16	+	unannotated splice site	70329292	70366084	36793	not an annotated exon	""	chr16:70325689-70329291	chr16:70325689-70366084	skipping	TRUE	FALSE	0.494721070144981	0.458231774544238	0.518814031691848	6.05822571476098	0.0533668987896072	0.998530480830227	0.320362261607311	0.518834310345936	-0.0128338474418817	0.863205297776067	-0.00328144183500677	1
