gene	chromosome	start	end	strand	annotated	type	meanPSI	d_prolif	t_prolif	p_prolif	FDR_prolif	d_age	FDR_age	d_age_adj	FDR_age_adj	machinery	named
AHNAK	chr11	62525744	62527696	+	0	alternative acceptor		0.011145878999307	0.330858455208022	0.741512019440902	0.879931046098572	-0.0278667072403633	0.298902429544598	-0.0301648589871288	0.517869765463628	FALSE	FALSE
AHNAK	chr11	62525744	62530663	+	0	alternative acceptor		-0.011145878999307	-0.330858455208022	0.741512019440902	0.879931046098572	0.0278667072403633	0.298902429544598	0.0301648589871288	0.517869765463628	FALSE	FALSE
AHNAK	chr11	62526896	62527696	+	0	alternative acceptor	0.618483702186822	-0.283478529312928	-2.81750493185616	0.00580298405619936	0.0251348311566523	0.0573411176271863	0.585081647948702	0.00457369984252248	1	FALSE	FALSE
AHNAK	chr11	62526896	62530663	+	0	alternative acceptor	0.381516297813178	0.283478529312928	2.81750493185616	0.00580298405619935	0.0251348311566523	-0.0573411176271863	0.585081647948702	-0.00457369984252248	1	FALSE	FALSE
GANAB	chr11	62633515	62634309	-	1	alternative acceptor	0.203033031784592	0.0160427679738279	0.620004826357887	0.536623875152652	0.724516792137424	-0.0147812691810153	0.560596984934392	-0.0139531944362902	0.852325246216829	FALSE	FALSE
GANAB	chr11	62633515	62634820	-	1	alternative acceptor	0.796966968215408	-0.0160427679738279	-0.620004826357887	0.536623875152652	0.724516792137424	0.0147812691810153	0.560596984934392	0.0139531944362902	0.852325246216829	FALSE	FALSE
PRDX5	chr11	64318387	64319733	+	1	alternative acceptor	0.907751392611258	-0.05333872672037	-0.873042657579197	0.384670624971346	0.581725546066663	-0.0206093697514	0.788473083121456	-0.036411954598693	0.801020692772742	FALSE	FALSE
PRDX5	chr11	64318387	64320660	+	1	alternative acceptor	0.0570405937287055	-0.0524319315557947	-0.793275523358026	0.429440914736876	0.620445433738367	0.0858493345669888	0.0564659064258261	0.0901659361801902	0.199312815302904	FALSE	FALSE
PRDX5	chr11	64318387	64320864	+	1	alternative acceptor	0.0352080136600369	0.167180373705179	2.58336464683834	0.0111872889492931	0.0403477939730074	-0.0794602802983606	0.0926146279715858	-0.0568798061950006	0.582206591073488	FALSE	FALSE
PRDX5	chr11	64319869	64320660	+	1	alternative acceptor	0.972757068164019	-0.265800743761561	-4.76198464965984	6.29096931119193e-06	8.39042612837797e-05	0.0971598216035462	0.0120811206166485	0.0558011488630613	0.479014386353474	FALSE	FALSE
PRDX5	chr11	64319869	64320864	+	1	alternative acceptor	0.027242931835981	0.265800743761561	4.76198464965984	6.29096931119195e-06	8.39042612837797e-05	-0.0971598216035462	0.0120811206166485	-0.0558011488630613	0.479014386353474	FALSE	FALSE
SCYL1	chr11	65536751	65536985	+	1	alternative acceptor	0.59173828774713	-0.000899636537609543	-0.0175431149799154	0.986037274936604	1	-0.00257682611296643	1	-0.00326039778628224	1	FALSE	FALSE
SCYL1	chr11	65536751	65537036	+	1	alternative acceptor	0.40826171225287	0.000899636537609554	0.0175431149799156	0.986037274936604	1	0.00257682611296644	1	0.00326039778628224	1	FALSE	FALSE
FIBP	chr11	65885187	65885508	-	1	alternative acceptor	0.150482256240438	0.088859141369204	2.1078670849706	0.0374692998810958	0.101459465681216	-0.0301566148922347	0.435229924448723	-0.0158952201897191	0.947283790071782	FALSE	FALSE
FIBP	chr11	65885187	65885529	-	1	alternative acceptor	0.849517743759562	-0.0888591413692041	-2.10786708497061	0.0374692998810957	0.101459465681216	0.0301566148922347	0.435229924448723	0.0158952201897191	0.947283790071782	FALSE	FALSE
FOSL1	chr11	65893297	65894013	-	1	alternative acceptor		-0.0907552096645807	-0.926493275793217	0.356398296601484	0.557292232984667	0.0107001502255096	0.971905873218505	-0.00740427604818257	1	FALSE	FALSE
FOSL1	chr11	65893297	65896808	-	1	alternative acceptor		0.0907552096645805	0.926493275793216	0.356398296601485	0.557292232984667	-0.0107001502255095	0.971905873218505	0.00740427604818261	1	FALSE	FALSE
MRPL11	chr11	66438260	66438631	-	1	alternative acceptor		0.383257080500551	2.12098287873154	0.0363471674296633	0.0991312882343904	0.0428284230744175	0.865357879812485	0.136873608509718	0.687935454745823	FALSE	FALSE
MRPL11	chr11	66438260	66438709	-	1	alternative acceptor		-0.383257080500551	-2.12098287873154	0.0363471674296633	0.0991312882343904	-0.0428284230744175	0.865357879812485	-0.136873608509718	0.687935454745823	FALSE	FALSE
RBM14-RBM4	chr11	66640124	66643449	+	1	alternative acceptor	0.770638863645881	0.131703237913615	1.5184207034336	0.131971921600486	0.274349942153578	-0.0344187732725514	0.72977551125966	-0.0113583389275189	1	FALSE	FALSE
RBM14-RBM4	chr11	66640124	66646026	+	1	alternative acceptor	0.229361136354119	-0.131703237913616	-1.5184207034336	0.131971921600486	0.274349942153578	0.0344187732725514	0.72977551125966	0.0113583389275189	1	FALSE	FALSE
CTTN	chr11	70420511	70421469	+	1	alternative acceptor	0.791074150272312	-0.00412952786783931	-0.137997982637756	0.89051143253613	0.979188290350915	0.00317697979763638	0.974078329715062	0.00284637423812186	1	FALSE	FALSE
CTTN	chr11	70420511	70422939	+	1	alternative acceptor	0.208925849727688	0.0041295278678393	0.137997982637755	0.890511432536131	0.979188290350915	-0.00317697979763634	0.974078329715062	-0.00284637423812183	1	FALSE	FALSE
NUMA1	chr11	72010855	72012400	-	1	alternative acceptor	0.798268428476579	-0.365825453459211	-4.91743563165229	3.32768410019997e-06	5.14877679061755e-05	0.0572523291909268	0.444352154863195	-0.0139760990995667	1	FALSE	FALSE
NUMA1	chr11	72010855	72012894	-	1	alternative acceptor	0.201731571523421	0.365825453459211	4.91743563165229	3.32768410019999e-06	5.14877679061755e-05	-0.0572523291909268	0.444352154863195	0.0139760990995667	1	FALSE	FALSE
RAB6A	chr11	73716363	73718612	-	1	alternative acceptor	0.494881984426367	-0.289695482781532	-2.36784202806542	0.0197587900868658	0.0632169756212893	0.0868277366677667	0.444515837414915	0.038184117239426	0.983234759464368	FALSE	FALSE
RAB6A	chr11	73716363	73718784	-	1	alternative acceptor	0.505118015573633	0.289695482781532	2.36784202806542	0.0197587900868658	0.0632169756212893	-0.0868277366677667	0.444515837414915	-0.0381841172394261	0.983234759464368	FALSE	FALSE
CCDC90B	chr11	83274741	83278725	-	1	alternative acceptor	0.813450489308607	-0.013891981078585	-0.19683511313095	0.844344446442771	0.950236751274607	0.0144611127797543	0.887836451695193	0.0140548858505372	1	FALSE	FALSE
CCDC90B	chr11	83274741	83280140	-	1	alternative acceptor	0.186549510691393	0.013891981078585	0.19683511313095	0.84434444644277	0.950236751274607	-0.0144611127797543	0.887836451695193	-0.0140548858505372	1	FALSE	FALSE
CCDC90B	chr11	83280261	83285552	-	1	alternative acceptor	0.225675562815898	0.0558415621157976	0.969289525776289	0.33467135141553	0.530884918919877	-0.00441781647296305	0.994147604074607	0.00726332835286473	1	FALSE	FALSE
CCDC90B	chr11	83280261	83285872	-	1	alternative acceptor	0.774324437184102	-0.0558415621157976	-0.96928952577629	0.334671351415529	0.530884918919877	0.00441781647296305	0.994147604074607	-0.00726332835286476	1	FALSE	FALSE
PICALM	chr11	85976683	85978069	-	1	alternative acceptor	0.913115423700046	-0.361381433578517	-5.92401730012916	4.19420328059096e-08	1.12318782340865e-06	0.0781518837021665	0.135418212032375	0.0118286914487863	1	FALSE	FALSE
PICALM	chr11	85976683	85981128	-	1	alternative acceptor	0.0868845762999544	0.361381433578517	5.92401730012916	4.19420328059096e-08	1.12318782340865e-06	-0.0781518837021665	0.135418212032375	-0.0118286914487862	1	FALSE	FALSE
PICALM	chr11	85983974	85990249	-	1	alternative acceptor	0.154848193654117	0.124013408496745	2.99227484895843	0.00346580728786112	0.0164856092112107	-0.0200522772066924	0.676010069228796	0.0039734127473741	1	FALSE	FALSE
PICALM	chr11	85983974	85996825	-	1	alternative acceptor	0.845151806345884	-0.124013408496745	-2.99227484895844	0.0034658072878611	0.0164856092112107	0.0200522772066924	0.676010069228796	-0.0039734127473741	1	FALSE	FALSE
YAP1	chr11	102162572	102186017	+	1	alternative acceptor	0.728154266143136	-0.0346984573742795	-0.454659441537271	0.650311043441719	0.813127889244592	-0.0170623266379423	0.872881226588809	-0.0280262142409661	0.954354195671919	FALSE	FALSE
YAP1	chr11	102162572	102205892	+	1	alternative acceptor	0.271845733856864	0.0346984573742795	0.45465944153727	0.65031104344172	0.813127889244592	0.0170623266379423	0.872881226588809	0.0280262142409661	0.954354195671919	FALSE	FALSE
YAP1	chr11	102206075	102209516	+	1	alternative acceptor	0.502003116430594	-0.0808336526142275	-1.28932227731443	0.200173931849661	0.371486935018776	0.00792127755326433	0.957884598802127	-0.00870227729738992	1	FALSE	FALSE
YAP1	chr11	102206075	102223621	+	1	alternative acceptor	0.497996883569406	0.0808336526142276	1.28932227731443	0.200173931849661	0.371486935018776	-0.00792127755326433	0.957884598802127	0.00870227729738991	1	FALSE	FALSE
TIMM8B	chr11	112085463	112085977	-	1	alternative acceptor	0.230357438404639	-0.250489763598385	-2.27956672336878	0.0246950692081082	0.075190627015914	-0.00153935458358345	1	-0.0579330534722009	0.855196191594143	FALSE	FALSE
TIMM8B	chr11	112085463	112086639	-	1	alternative acceptor	0.769642561595361	0.250489763598385	2.27956672336878	0.0246950692081082	0.075190627015914	0.00153935458358345	1	0.057933053472201	0.855196191594143	FALSE	FALSE
RBM7	chr11	114402916	114405705	+	1	alternative acceptor	0.697072222316734	0.022863182800123	0.465502528130349	0.642554396062161	0.806052033544044	0.0157187926719399	0.798373901371683	0.0237804215605365	0.875851163913888	FALSE	FALSE
RBM7	chr11	114402916	114405708	+	1	alternative acceptor	0.302927777683266	-0.022863182800123	-0.465502528130349	0.642554396062162	0.806052033544044	-0.01571879267194	0.798373901371683	-0.0237804215605366	0.875851163913888	FALSE	FALSE
APLP2	chr11	130122514	130123611	+	1	alternative acceptor	0.136541443700239	0.00249255749124143	0.0844539467666031	0.932859448762949	1	0.0469011194231265	0.0113839746378065	0.0562335790491714	0.0410245036847029	FALSE	FALSE
APLP2	chr11	130122514	130126699	+	1	alternative acceptor	0.863458556299761	-0.00249255749124146	-0.0844539467666042	0.932859448762948	1	-0.0469011194231265	0.0113839746378065	-0.0562335790491715	0.0410245036847029	FALSE	FALSE
APLP2	chr11	130133729	130135562	+	1	alternative acceptor	0.974049223297877	-0.245349524097255	-5.03541922727568	2.03690517442866e-06	3.48116306443813e-05	0.0491241176840438	0.268661481983372	0.00335977039352936	1	FALSE	FALSE
APLP2	chr11	130133729	130140397	+	1	alternative acceptor	0.0259507767021225	0.245349524097255	5.03541922727568	2.03690517442866e-06	3.48116306443813e-05	-0.0491241176840438	0.268661481983372	-0.00335977039352946	1	FALSE	FALSE
APLP2	chr11	130135716	130137255	+	1	alternative acceptor	0.0829293292368563	0.159259061184471	4.70024295897068	8.0755441156242e-06	0.000103627289788963	-0.0451994052370718	0.0842536324072403	-0.0179837239273088	0.855196191594143	FALSE	FALSE
APLP2	chr11	130135716	130140397	+	1	alternative acceptor	0.917070670763144	-0.159259061184471	-4.70024295897068	8.07554411562427e-06	0.000103627289788963	0.0451994052370717	0.0842536324072403	0.0179837239273088	0.855196191594143	FALSE	FALSE
WNK1	chr12	862271	871264	+	1	alternative acceptor	0.634187030019221	-0.0842103083254881	-1.4896091005105	0.139382820355079	0.285139821710736	0.0477798992197986	0.310264901267305	0.0378566974524443	0.777973206711966	FALSE	FALSE
WNK1	chr12	862271	878211	+	1	alternative acceptor	0.365812969980779	0.0842103083254881	1.4896091005105	0.139382820355079	0.285139821710736	-0.0477798992197986	0.310264901267305	-0.0378566974524443	0.777973206711966	FALSE	FALSE
WNT5B	chr12	1632906	1639683	+	1	alternative acceptor	0.896525437262917	-0.25382101606234	-2.58870633559763	0.0110258845989324	0.0400203132561038	0.0407829369144295	0.724121588893087	-0.00843934092418611	1	FALSE	FALSE
WNT5B	chr12	1632906	1645793	+	1	alternative acceptor	0.103474562737084	0.25382101606234	2.58870633559763	0.0110258845989324	0.0400203132561038	-0.0407829369144295	0.724121588893087	0.00843934092418612	1	FALSE	FALSE
DYRK4	chr12	4612719	4613511	+	1	alternative acceptor	0.689248698195787	0.087740291830641	1.48912618231869	0.139509751051651	0.285139821710736	-0.0400988716198936	0.460094789766282	-0.0279480586544976	0.882454942920744	FALSE	FALSE
DYRK4	chr12	4612719	4613514	+	1	alternative acceptor	0.310751301804213	-0.087740291830641	-1.48912618231869	0.139509751051651	0.285139821710736	0.0400988716198936	0.460094789766282	0.0279480586544976	0.882454942920744	FALSE	FALSE
LTBR	chr12	6386445	6388397	+	1	alternative acceptor	0.881874134968185	0.294976341422477	2.81988742188517	0.00576318789067341	0.0250326973386721	-0.0534861965673254	0.645915822795799	0.00257771892255737	1	FALSE	FALSE
LTBR	chr12	6386445	6388799	+	1	alternative acceptor	0.118125865031815	-0.294976341422477	-2.81988742188517	0.00576318789067339	0.0250326973386721	0.0534861965673254	0.645915822795799	-0.00257771892255743	1	FALSE	FALSE
GAPDH	chr12	6537011	6537100	+	1	alternative acceptor	0.998422042272555	-9.36379676632552e-05	-0.0256076912341054	0.979619798670321	1	9.61858206574299e-07	1	-1.98316134613314e-05	1	FALSE	FALSE
ING4	chr12	6537011	6783290	+	0	alternative acceptor	0.00157795772744488	9.36379676632775e-05	0.0256076912341115	0.979619798670316	1	-9.61858206594189e-07	1	1.98316134613127e-05	1	FALSE	FALSE
COPS7A	chr12	6724819	6727925	+	1	alternative acceptor	0.861718558537604	0.247084853151689	2.53898016652724	0.0126129292332454	0.0449006585321185	-0.0617827178031564	0.511894312387036	-0.0179978296999091	1	FALSE	FALSE
COPS7A	chr12	6724819	6728222	+	1	alternative acceptor	0.138281441462397	-0.247084853151689	-2.53898016652724	0.0126129292332455	0.0449006585321185	0.0617827178031564	0.511894312387036	0.0179978296999091	1	FALSE	FALSE
C12orf57	chr12	6944174	6944379	+	1	alternative acceptor		-0.0546273200142741	-0.67693017041042	0.499982592516635	0.690826007530665	0.0451312041686169	0.576090040131699	0.0413480694543	0.86095732319391	FALSE	FALSE
C12orf57	chr12	6944174	6944475	+	1	alternative acceptor		0.0546273200142741	0.67693017041042	0.499982592516635	0.690826007530665	-0.0451312041686169	0.576090040131699	-0.0413480694543	0.86095732319391	FALSE	FALSE
C1S	chr12	7060878	7061751	+	1	alternative acceptor	0.755318868126057	-0.0526526885529538	-0.647085975848141	0.519015814378637	0.708904732811946	0.0775260978006898	0.229845728226718	0.0802361590846473	0.482705558022424	FALSE	FALSE
C1S	chr12	7060878	7061838	+	1	alternative acceptor	0.244681131873943	0.0526526885529539	0.647085975848142	0.519015814378637	0.708904732811946	-0.0775260978006898	0.229845728226718	-0.0802361590846473	0.482705558022424	FALSE	FALSE
SLC2A14	chr12	7821326	7827494	-	1	alternative acceptor	0.500173070266528	0.000165678019707326	0.0444157019538759	0.964659040198503	1	-0.000264207620788098	1	-0.000276525808329713	1	FALSE	FALSE
SLC2A14	chr12	7821326	7929683	-	0	alternative acceptor	0.499826929733472	-0.000165678019707326	-0.044415701953876	0.964659040198503	1	0.000264207620788099	1	0.000276525808329714	1	FALSE	FALSE
MFAP5	chr12	8648204	8648486	-	1	alternative acceptor	0.0376217731901164	0.0133579324024616	0.221422574547493	0.825201797202151	0.935404026896642	0.0252986636745782	0.70599077682325	0.0330234506499949	0.846802145998523	FALSE	FALSE
MFAP5	chr12	8648204	8649500	-	1	alternative acceptor	0.962378226809884	-0.0133579324024617	-0.221422574547496	0.825201797202149	0.935404026896642	-0.0252986636745782	0.70599077682325	-0.0330234506499949	0.846802145998523	FALSE	FALSE
MFAP5	chr12	8650590	8651661	-	1	alternative acceptor	0.777738285654168	-0.147654923429228	-3.53950468920543	0.000603183263067684	0.00412761826497624	0.0348321142332673	0.350207406634777	0.00827608325407581	1	FALSE	FALSE
MFAP5	chr12	8650590	8654436	-	1	alternative acceptor	0.222261714345832	0.147654923429228	3.53950468920543	0.000603183263067683	0.00412761826497624	-0.0348321142332673	0.350207406634777	-0.00827608325407581	1	FALSE	FALSE
MFAP5	chr12	8660899	8662046	-	1	alternative acceptor	0.955281587487034	-0.253592967445024	-2.46951692372064	0.0151732199141529	0.0523899704853139	0.054995307120303	0.622164109157198	0.00848292997359224	1	FALSE	FALSE
MFAP5	chr12	8660899	8662626	-	0	alternative acceptor	0.0447184125129658	0.253592967445024	2.46951692372064	0.015173219914153	0.0523899704853139	-0.054995307120303	0.622164109157198	-0.00848292997359223	1	FALSE	FALSE
YBX3	chr12	10704149	10709907	-	1	alternative acceptor	0.542253379166425	0.0837535504960457	2.24443342337791	0.0269431598785747	0.0809926023612025	-0.0276500255540471	0.418253520925653	-0.0140632742758126	0.947283790071782	FALSE	FALSE
YBX3	chr12	10704149	10713210	-	1	alternative acceptor	0.457746620833575	-0.0837535504960457	-2.24443342337791	0.0269431598785747	0.0809926023612025	0.0276500255540471	0.418253520925653	0.0140632742758126	0.947283790071782	FALSE	FALSE
STRAP	chr12	15882820	15883540	+	1	alternative acceptor	0.879986569264343	-0.213708998381097	-2.65272751413761	0.00924840602566397	0.0353017159296107	0.0280200578436334	0.788473083121456	-0.0146054201355322	1	FALSE	FALSE
STRAP	chr12	15882820	15889927	+	1	alternative acceptor	0.120013430735657	0.213708998381097	2.65272751413761	0.00924840602566393	0.0353017159296107	-0.0280200578436334	0.788473083121456	0.0146054201355322	1	FALSE	FALSE
PPHLN1	chr12	42335975	42351884	+	1	alternative acceptor	0.233896720810295	-0.124976031283344	-2.22412855687572	0.0283225431673124	0.0834705106690034	0.0887805628543813	0.0147127373635271	0.0773968091942164	0.189994392512747	FALSE	FALSE
PPHLN1	chr12	42335975	42355160	+	1	alternative acceptor	0.766103279189705	0.124976031283343	2.22412855687572	0.0283225431673125	0.0834705106690034	-0.0887805628543813	0.0147127373635271	-0.0773968091942164	0.189994392512747	FALSE	FALSE
SLC38A2	chr12	46367341	46370511	-	1	alternative acceptor	0.905910443861584	-0.0271040846168439	-0.519006920212676	0.604869286993464	0.778637564369708	-0.0289479714925302	0.582803910957695	-0.0404343828569443	0.685750082706529	FALSE	FALSE
SLC38A2	chr12	46367341	46370775	-	1	alternative acceptor	0.0940895561384163	0.0271040846168439	0.519006920212677	0.604869286993463	0.778637564369708	0.0289479714925301	0.582803910957695	0.0404343828569443	0.685750082706529	FALSE	FALSE
TUBA1B	chr12	49128939	49129241	-	1	alternative acceptor	0.844864928757682	-0.00141011849900812	-0.0625128554698266	0.950275574042845	1	-0.0143251774707829	0.493613798746261	-0.0173209467536947	0.685750082706529	FALSE	FALSE
""	chr12	49128939	49186309	-	1	alternative acceptor	0.155135071242318	0.00141011849900812	0.0625128554698267	0.950275574042845	1	0.0143251774707829	0.493613798746261	0.0173209467536947	0.685750082706529	FALSE	FALSE
TUBA1B	chr12	49129723	49131297	-	1	alternative acceptor	0.610299355614813	0.265992724928148	11.3634198104261	6.99481640192807e-20	2.97367132286975e-17	-0.0417003472607398	0.093433475409918	0.0100765723354525	0.91701834432199	FALSE	FALSE
""	chr12	49129723	49188976	-	0	alternative acceptor	0.389700644385187	-0.265992724928148	-11.3634198104261	6.99481640192827e-20	2.97367132286975e-17	0.0417003472607398	0.093433475409918	-0.0100765723354525	0.91701834432199	FALSE	FALSE
PFDN5	chr12	53295640	53295838	+	1	alternative acceptor		-0.0813318760795925	-0.915167683927091	0.362262070810695	0.564001100674984	0.0398677067001865	0.685774411613939	0.0291727669746164	0.980954039261069	FALSE	FALSE
PFDN5	chr12	53295640	53297849	+	1	alternative acceptor		0.0813318760795925	0.91516768392709	0.362262070810696	0.564001100674984	-0.0398677067001865	0.685774411613939	-0.0291727669746164	0.980954039261069	FALSE	FALSE
PCBP2	chr12	53462568	53464759	+	1	alternative acceptor	0.58495003400084	0.0396846293461516	1.33613933558478	0.184448207715277	0.351622418241421	-0.0363399810625518	0.0842081395429521	-0.0342496658733891	0.361965329003169	TRUE	FALSE
PCBP2	chr12	53462568	53465931	+	1	alternative acceptor	0.36188898093966	-0.0550595271904701	-1.96089030341773	0.0525920914599975	0.13278819825943	0.0396286846645679	0.0354988066905027	0.0347098811169265	0.283277700446563	TRUE	FALSE
PCBP2	chr12	53462568	53467220	+	1	alternative acceptor	0.0531609850595002	0.111723178769994	2.09883382597162	0.038276506648037	0.10323425781917	-0.0132153392871345	0.861321182717944	0.00933657535199887	1	TRUE	FALSE
PCBP2	chr12	53464853	53465931	+	1	alternative acceptor	0.939607051859936	-0.13797921515451	-2.64424892201922	0.00946786741301443	0.0358976778948295	0.0179870715083508	0.78944915403528	-0.00955309131735578	1	TRUE	FALSE
PCBP2	chr12	53464853	53467220	+	1	alternative acceptor	0.0603929481400641	0.13797921515451	2.64424892201923	0.00946786741301435	0.0358976778948295	-0.0179870715083508	0.78944915403528	0.00955309131735578	1	TRUE	FALSE
PCBP2	chr12	53467294	53467804	+	1	alternative acceptor	0.689506530046378	0.021217765637729	0.53256637270685	0.5954808477769	0.772399070667138	0.0274170090964628	0.446143512181037	0.0372985693684654	0.527999013694237	TRUE	FALSE
PCBP2	chr12	53467294	53468776	+	1	alternative acceptor	0.282633123371413	-0.0212646307418438	-0.562426015849672	0.575047830509776	0.756279068663476	-0.0280965400589717	0.403240795273467	-0.0381157226443805	0.474131077937937	TRUE	FALSE
PCBP2	chr12	53467294	53468779	+	0	alternative acceptor	0.0278603465822083	-0.0271917437150438	-0.435080063752669	0.664414587852008	0.820804218410708	0.010835975544951	0.922188544736098	0.00677263016994686	1	TRUE	FALSE
PCBP2	chr12	53467844	53468776	+	1	alternative acceptor	0.733876771983228	0.00859264264972689	0.42979630032118	0.668241642968642	0.8237367987446	-0.0129467429072064	0.4812369829157	-0.0134441781784756	0.77459555409508	TRUE	FALSE
PCBP2	chr12	53467844	53468779	+	1	alternative acceptor	0.266123228016772	-0.00859264264972693	-0.429796300321183	0.66824164296864	0.8237367987446	0.0129467429072064	0.4812369829157	0.0134441781784756	0.77459555409508	TRUE	FALSE
HNRNPA1	chr12	54282875	54283078	+	1	alternative acceptor		-0.302775036941685	-2.46319865193731	0.0154442927943417	0.0528031809681648	0.0767148048648643	0.526201584438183	0.0233967039882661	1	TRUE	TRUE
HNRNPA1	chr12	54282875	54283811	+	1	alternative acceptor		0.302775036941685	2.46319865193731	0.0154442927943417	0.0528031809681648	-0.0767148048648643	0.526201584438183	-0.0233967039882661	1	TRUE	TRUE
HNRNPA1	chr12	54284318	54284548	+	1	alternative acceptor	0.834135547538521	0.267682118823701	2.88583630916054	0.00475601046367948	0.0212272855472099	-0.0978443052413329	0.1872307540388	-0.0561922862487317	0.801020692772742	TRUE	TRUE
HNRNPA1	chr12	54284318	54286661	+	1	alternative acceptor	0.165864452461479	-0.267682118823701	-2.88583630916054	0.00475601046367949	0.0212272855472099	0.0978443052413329	0.1872307540388	0.0561922862487317	0.801020692772742	TRUE	TRUE
CD63	chr12	55728353	55728952	-	1	alternative acceptor		-0.0642774669864901	-0.46088180612022	0.645864591153659	0.808162426237526	0.0840085905183636	0.528288915809351	0.0854271622786439	0.792304263098106	FALSE	FALSE
CD63	chr12	55728353	55729281	-	1	alternative acceptor		0.06427746698649	0.46088180612022	0.645864591153659	0.808162426237526	-0.0840085905183636	0.528288915809351	-0.085427162278644	0.792304263098106	FALSE	FALSE
ESYT1	chr12	56133874	56134079	+	1	alternative acceptor	0.247572223510006	0.0131262354129011	0.218390396563164	0.827557063638707	0.935501972651795	-0.0212660596642671	0.772242103851949	-0.0223044032545935	0.951761297417903	FALSE	FALSE
ESYT1	chr12	56133874	56134109	+	1	alternative acceptor	0.752427776489994	-0.0131262354129011	-0.218390396563163	0.827557063638708	0.935501972651795	0.0212660596642671	0.772242103851949	0.0223044032545935	0.951761297417903	FALSE	FALSE
MYL6B	chr12	56155199	56155418	+	1	alternative acceptor	0.0462055324813217	0.194276096902325	4.65190791579951	9.80639603207069e-06	0.000122616003327472	-0.0634217208223721	0.0359156853889359	-0.0317717748323883	0.687935454745823	FALSE	FALSE
MYL6B	chr12	56155199	56159974	+	1	alternative acceptor	0.953794467518678	-0.194276096902325	-4.65190791579951	9.80639603207071e-06	0.000122616003327472	0.0634217208223721	0.0359156853889359	0.0317717748323883	0.687935454745823	FALSE	FALSE
MYL6B	chr12	56158712	56159586	+	1	alternative acceptor	0.993076616095341	-0.0736694345514145	-1.80811972143354	0.0735060349858239	0.173848417932397	-0.014795376568236	0.767663771811897	-0.0340640462604824	0.621637841725645	FALSE	FALSE
MYL6B	chr12	56158712	56159974	+	1	alternative acceptor	0.00692338390465934	0.0736694345514146	1.80811972143354	0.0735060349858233	0.173848417932397	0.0147953765682361	0.767663771811897	0.0340640462604825	0.621637841725645	FALSE	FALSE
MYL6	chr12	56160321	56160625	+	1	alternative acceptor	0.896499057261977	-0.0849826017834882	-1.87015569445081	0.0643017097145123	0.156207224813612	0.0130852265071282	0.828904795915588	-0.00350156580012477	1	FALSE	FALSE
MYL6	chr12	56160321	56161386	+	1	alternative acceptor	0.100846952032873	0.0937001110818154	2.00600812365583	0.0474772001966901	0.122884290615634	-0.0134875288368255	0.828904795915588	0.00497658487601169	1	FALSE	FALSE
MYL6	chr12	56160321	56162263	+	1	alternative acceptor	0.00265399070515037	-0.00455441729244084	-0.763036862927936	0.447185498487046	0.63872306023177	0.000188165539835438	1	-0.000796749804763278	1	FALSE	FALSE
PTGES3	chr12	56666267	56670274	-	1	alternative acceptor	0.961228569107272	0.0318962619245466	0.870844012296946	0.385864493920102	0.581725546066663	0.00126181247781412	1	0.00864212472150619	1	FALSE	FALSE
PTGES3	chr12	56666267	56671748	-	1	alternative acceptor	0.0387714308927278	-0.0318962619245464	-0.870844012296941	0.385864493920105	0.581725546066663	-0.00126181247781414	1	-0.00864212472150619	1	FALSE	FALSE
NACA	chr12	56724524	56724961	-	1	alternative acceptor	0.381686422271543	-0.128443091300402	-1.69904787826797	0.0923287103170892	0.20713056978128	0.00264945438784406	1	-0.0256240988436981	0.975998954946361	FALSE	FALSE
NACA	chr12	56724524	56725262	-	1	alternative acceptor	0.618313577728457	0.128443091300402	1.69904787826797	0.0923287103170891	0.20713056978128	-0.00264945438784407	1	0.0256240988436981	0.975998954946361	FALSE	FALSE
STAT6	chr12	57107315	57107604	-	1	alternative acceptor	0.88164185901891	-0.0735118100425209	-1.20582824400391	0.230646407088369	0.40770708446338	0.0263960085789733	0.695241195352959	0.0148686451704003	1	FALSE	FALSE
STAT6	chr12	57107315	57108162	-	1	alternative acceptor	0.11835814098109	0.073511810042521	1.20582824400391	0.230646407088369	0.40770708446338	-0.0263960085789733	0.695241195352959	-0.0148686451704003	1	FALSE	FALSE
OS9	chr12	57715971	57716088	+	1	alternative acceptor	0.273347929421451	-0.0446841004292026	-1.56064151429421	0.12167574736703	0.257190314975308	0.0335852972765661	0.105756440661959	0.0298598394871029	0.458907949753224	FALSE	FALSE
OS9	chr12	57715971	57716091	+	1	alternative acceptor	0.726652070578549	0.0446841004292026	1.56064151429421	0.12167574736703	0.257190314975308	-0.0335852972765662	0.105756440661959	-0.0298598394871029	0.458907949753224	FALSE	FALSE
OS9	chr12	57719183	57720098	+	1	alternative acceptor	0.40695079698931	-0.149184760504151	-3.25462183656604	0.00153664585326189	0.00882792659956707	0.0413571462090665	0.299901888000654	0.0156791458442596	0.974137535363181	FALSE	FALSE
OS9	chr12	57719183	57720405	+	1	alternative acceptor	0.593049203010691	0.149184760504151	3.25462183656603	0.0015366458532619	0.00882792659956707	-0.0413571462090665	0.299901888000654	-0.0156791458442597	0.974137535363181	FALSE	FALSE
CTDSP2	chr12	57827098	57827533	-	1	alternative acceptor	0.130142015852798	0.0146869281527866	0.311497862256985	0.756051776472182	0.890705006365513	-0.0233876795114954	0.645058759356287	-0.0244733611162511	0.860387678897681	FALSE	FALSE
